src,tgt
C[NH2+]CCCC(=O)c1cccnc1,O=CCCC(=O)c1cccnc1
CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OC(C)=O,CC(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@H]1O)OC(C)=O
CSCCC(=O)C(=O)[O-],CSCC[C@H]([NH3+])C(=O)[O-]
CSCCC(=O)C(=O)COP(=O)(O)O,CSCCC(=O)/C(O)=C/O
CC(=O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CC(=O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,COc1cc2c(cc1O)C1CC[C@@]3(C)C(=O)CCC3C1CC2
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CCC(O)/C=C/C=C\C/C=C/C=C/C=C/C1OC1CCCC(=O)[O-],CC[C@H](O)C=C/C=C\C[C@@H](O)C=C/C=C\C=C\[C@@H](O)CCCC(=O)[O-]
Cc1ncc(CO)c(C=O)c1O,Cc1ncc(CO)c(CN)c1O
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Cc1c(CO)cccc1Nc1ccccc1C(=O)O
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NC(CCS)C(=O)O
[NH3+]O,[NH3+]OC1OC(C(=O)O)C(O)C(O)C1O
[NH3+][C@H](C(=O)[O-])[C@H](O)COP(=O)([O-])[O-],O=C([O-])C(=O)[C@H](O)COP(=O)([O-])[O-]
Oc1ccccc1,O=S(=O)(O)Oc1ccccc1
C[N+]1([O-])CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,C[N+]1([O-])CCN(c2ccc(C(O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)[O-])ccc1O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
C/C=C/OC[C@@H](O)COP(=O)([O-])OCC[NH3+],C/C=C/OC[C@@H](O)COP(=O)([O-])[O-]
CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCOC(=O)O[C@]1(C(=O)O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C
CC(N)=[SH]O,CC(=N)S(=O)O
[NH3+]CCc1ccc(O)cc1,NCCc1ccc(OS(=O)(=O)O)cc1
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCC/C=C/C(=O)SC,CCCCCCCCCC(O)CC(=O)SC
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,Cn1cnc2[nH]c(=O)[nH]c(=O)c21
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C,C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C
CC(=O)NCCc1c[nH]c2ccc(O)cc12,CC(=O)NCCc1c[nH]c2ccc(OS(=O)(=O)[O-])cc12
C/C=C\C=CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCCC(C)CCCC(C)CCCC(C)C,CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O
CCC=CCC=CCC=CCC=CCC=CCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CCC=CCC=CCC=CCC=CCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
c1cncnc1,O=c1nccc[nH]1
CC(O)[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CCC(O)O)[C@H]21,CC(O)[C@H](C)C(=O)O[C@H]1C[C@H](OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=C[C@H](C)[C@H](CCC(O)O)[C@H]21
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-],CCCCCCCCCC/C=C\CCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
NC(=O)NCC(F)C(=O)O,NCC(F)C(=O)O
O=C(CO)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,Nc1ccn(C2OC(COP(=O)(O)OC3(C(=O)O)CC(O)C(NC(=O)CO)C(C(O)C(O)CO)O3)C(O)C2O)c(=O)n1
CC(=O)C(=O)[O-],CC(=[NH2+])C(=O)[O-]
C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1OC(OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H]1O
CC=COC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C,C=CC=O
CC(CCCC(C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C)C(=O)[O-],CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(=O)[O-]
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
CC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC1CCC2C3CC[C@H]4CC(=O)CCC4(C)C3CCC12C
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
[H]/N=c1\nc([O-])c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,[H]/N=c1\nc([O-])c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)(O)OC4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1
Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C
N[C@@H](Cc1cnc[nH]1)C(=O)O,NCCCC(O)=N[C@@H](Cc1cnc[nH]1)C(=O)O
CCCCCC1OC1C/C=C\C/C=C\CCCCC(=O)[O-],CCCCCC1OC1C/C=C\C/C=C\CCC(=O)[O-]
CC(C)(CO)C(O)C(=O)NCCC(=O)O,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS
CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,c1ccc(C(O[C@@H]2C[C@@H]3CC[C@H](C2)N3)c2ccccc2)cc1
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCCCCC/C=C\CCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1
[NH3+][C@@H](Cc1ccc(Oc2ccc(O)c(I)c2)cc1)C(=O)[O-],[NH3+][C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)[O-]
N[C@@H](CCC(=O)[O-])C(=O)O,O=C(O)c1cc([O-])nc(O)n1
CCC=CC[C@H]1C(=O)CC[C@@H]1CCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CC[C@H]1C(=O)CC[C@@H]1CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CC(=O)O[C@H]1C(=O)N(CCN(C)C)c2ccccc2S[C@H]1c1ccc(O)cc1
CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CC/C=C/C/C=C/C/C=C/CCCCCCCCCCCC(=O)[O-]
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CCOc1ccc([C@@H](O)c2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
CCCCCCCCCCCCCC(O)CC(=O)SC,CCCCCCCCCCCCC/C=C/C(=O)SC
O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=[P@@]1(N(CCCl)CCCl)OCCC(O)N1CCCl
CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CNCCCN1c2cc(Cl)c(O)cc2CCc2c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cccc21
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
C1CCC2C(C1)CCC1C3CCCC3CCC21,OC1CC2CCC3C4CCCCC4CCC3C2C1
Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,CC1=NCCc2c1[nH]c1cc(O)ccc21
OCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,O=C(O)CC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)[O-]
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c(CCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2C)NC1=O
CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1,CC(CCc1ccccc1)n1ccc2cc(O)c(O)c(C(N)=O)c21
O=S(=O)(O)O,O=S(O)O
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21
C[N+]1=CCC[C@H]1c1cccnc1,CN1C(=O)CC[C@H]1c1cccnc1
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@H]4CC(=O)CC[C@]4(C)[C@@H]3C[C@H](O)[C@]12C,CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@@H]3C[C@H](O)[C@]12C
N[C@@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)C(=O)O,O=C(O)CCCCC1SCC2NC(=O)NC21
CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2CO)CC1
CCCCC/C=C\CC(O)/C=C/C=C/CCC(=O)CCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCC[C@H](O)/C=C\CC/C=C/C=C/CCC(=O)C/C=C/C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
O=CC(O)COP(=O)(O)O,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
C/C(=C/C(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12)SC[C@@H](N)C(=O)NCC(=O)O,C/C(=C/C(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12)SC[C@@H](N)C(=O)O
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H]1O)NC(C)=O
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,NCCOCC(=O)[O-]
CC(C)C[C@H](N)C(=O)O,CC(C)CC(=O)C(=O)[O-]
CC(=O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
C[C@H](CCC(=O)[O-])[C@@H]1CC[C@@H]2[C@@H]3[C@H](C[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O,C[C@H](CCC(=O)[O-])[C@@H]1CC[C@@H]2[C@@H]3[C@H](C[C@H](O)[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1C[C@H]3O
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CNCc1ccc(CSCCN/C(=C/[N+](=O)[O-])NC)o1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1ccccc1[N+](=O)[O-]
Oc1ccccc1O,O=CC=CC=C(O)C(=O)O
N[C@@H](CCC([O-])=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,N[C@@H](CCC([O-])=N[C@@H](CSCO)C(O)=NCC(=O)O)C(=O)O
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O,CO[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1NC(C)=O
CC([O-])=N[C@@H]1[C@@H](O)CC(O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)COP(=O)([O-])O,CC([O-])=N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
C/C=C/OC[C@@H](O)COP(=O)([O-])[O-],C/C=C/OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)c1ccc(O)cc1,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccc(O)cc1
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-]
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,C[N+](C)([O-])CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)[O-],CC1=C(C=C/C(C)=C\C=C\C(C)CC(=O)[O-])C(C)(C)CCC1=O
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2
CCCCCCCCCCCCCC=CC(O)C(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=CC(O)C(CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](O)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1,O=C(O)CCC/C=C\CC1C(O)CC(O)C1/C=C/C(F)(F)COc1ccccc1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
CC(C)CC(C)C,CC(C)C(O)C(C)C
[H]/N=C(/O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,[H]/N=C(/O)c1cccnc1
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C[C@@H](O)C(=O)O
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(/C(=O)O)C(=O)CC=C(C)C
CC(=O)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,CC(=O)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,CCc1nn(CCC(=O)O)c(=O)n1CC
O=C(O)/C=C\c1ccccc1O,O=C(O)/C=C\c1ccccc1OC1OC(CO)C(O)C(O)C1O
O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])OP(=O)([O-])O
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,Cc1c(C)c2c(c([N+](=O)[O-])c1O)CC[C@@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,CC(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CCCCC[C@H](O)/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)[O-],CCCCC[C@H](O)/C=C/[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C/C=C\CCCC(=O)[O-]
O=C([O-])C=Cc1cnc[nH]1,O=C(O)CC[c-]1nc[nH]c1=O
CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
CC(C)[C@@H](O)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,CC(C)[C@@H](O)CC[C@@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
